page,table_id,col_1,col_2,col_3,col_4,col_5
12,1,Montant hebdomadaire prévisible des prestations de maternité ($) [M],,,,
12,1,De 0 à moins de 200,829 809,",23",,
12,1,De 200 à moins de 350,1 337 972,",37",,
12,1,350 ou plus,1 406 345,",40",,
12,1,Avoir droit à l’assurance emploi [M],,,,
12,1,Non,322 278,",09",232 233,",06"
12,1,Oui,3 251 849,",91",3 341 894,",94"
12,1,"AUTRES
Plus haut niveau d’études [M]",,,,
12,1,Études secondaires ou moins,941 436,",26",1 239 862,",35"
12,1,Postsecondaire non universitaire,1 413 470,",40",1 370 619,",38"
12,1,Diplôme universitaire,1 219 221,",34",963 645,",27"
12,1,Âge de la conjointe [J],,,,
12,1,De 20 à 24 ans,578 733,",16",,
12,1,De 25 à 29 ans,1 115 897,",31",,
12,1,De 30 à 34 ans,770 234,",22",,
12,1,De 35 à 49 ans,1 109 262,",31",,
12,1,Somme du temps à risque,3 574 128,,3 574 128,
13,1,,Couple,,,
13,1,,Fréquences,Proportion,,
13,1,Panel,,,,
13,1,Panel 3 (1999-2004),918,",55",,
13,1,Panel 4 (2002-2006),756,",45",,
13,1,,Temps à risque,Proportion,,
13,1,"MARCHÉ DU TRAVAIL
Revenu annuel après impôt ajusté de la famille économique ($) [A]",,,,
13,1,De 0 à moins de 25 000,348 704,",10",,
13,1,De 25 000 à moins de 50 000,1 950 834,",54",,
13,1,De 50 000 à moins de 75 000,1 032 916,",29",,
13,1,75 000 ou plus,241 672,",07",,
13,1,Nombre des avantages sociaux offerts par les employeurs [M],,,,
13,1,Aucun,283 546,",08",,
13,1,Un ou deux,370 170,",10",,
13,1,Trois,2 920 412,",82",,
13,1,"ACTION PUBLIQUE
Montant annuel prévisible du soutien financier supplémentaire récurrent ($) [M]",,,,
13,1,De 0 à moins de 500,688 574,",19",,
13,1,De 500 à moins de 1 000,993 992,",28",,
13,1,De 1 000 à moins de 1 500,1 032 809,",29",,
13,1,De 1 500 à moins de 2 000,440 126,",12",,
13,1,2 000 ou plus,418 625,",12",,
13,1,"AUTRES
Éducation [M]",,,,
13,1,Les deux conjoints ont le même niveau,1 813 347,",51",,
13,1,Le niveau de la conjointe est plus élevé,1 119 600,",31",,
13,1,Le niveau du conjoint est plus élevé,641 180,",18",,
13,1,Type de l’union [J],,,,
13,1,Mariage,2 130 966,",60",,
13,1,Union de fait,1 443 162,",40",,
13,1,Mode d’occupation du logement [A]1,,,,
13,1,Locataire,1 181 412,",33",,
13,1,Propriétaire,2 392 715,",67",,
13,1,Lieu de résidence [A]1,,,,
13,1,Provinces de l’Atlantique,295 187,",08",,
13,1,Québec,867 966,",24",,
13,1,Ontario,1 263 303,",35",,
13,1,Provinces des Prairies,669 726,",19",,
13,1,Colombie-Britannique,477 943,",13",,
13,1,Somme du temps à risque,3 574 128,,,
16,1,,Effets bruts,Équation 1,Équation 2,Équation 3
16,1,"MARCHÉ DU TRAVAIL
Statut de l’emploi [Temporaire]",,,,
16,1,Permanent,"2,577**","2,639**","2,662**","2,747**"
16,1,Secteur d’emploi [Privé],,,,
16,1,Public,"1,081","1,060","1,012","1,004"
16,1,Couverture syndicale [Non],,,,
16,1,Oui,"1,209","1,183","1,173","1,153"
16,1,Régime de travail [Temps partiel],,,,
16,1,Temps plein,"0,920","0,870","0,744","0,739"
16,1,Régime de retraite offert par l’employeur [Non],,,,
16,1,Oui,"1,287","1,162","1,129","1,120"
16,1,Logarithme du revenu après impôt,,,,
16,1,"s
1","1,026","0,905","0,791","0,788"
16,1,"s
2","1,044","1,050","1,162","1,165"
16,1,Taux de chômage,,,,
16,1,"s
1","1,122",,,"1,129"
16,1,"s
2","0,947",,,"0,940"
17,1,,Effets bruts,Équation 1,Équation 2,Équation 3
17,1,"ACTION PUBLIQUE
Avoir droit au congé de maternité [Non]",,,,
17,1,Oui,"4,237","3,809",,
17,1,Avoir droit aux prestations de maternité [Non],,,,
17,1,Oui,"1,762","1,457",,
17,1,Montant prévisible des prestations de maternité,,,,
17,1,"s
1","1,174",,"1,374†","1,378†"
17,1,"s
2","1,019",,"0,967","0,974"
17,1,"AUTRE
Plus haut niveau d’études [Diplôme universitaire]",,,,
17,1,Études secondaires ou moins,"0,952",,,"0,895"
17,1,"Diplôme postsecondaire non univer-
sitaire","1,035",,,"0,939"
19,1,,Effets bruts,Équation 1,Équation 2,Équation 3
19,1,"MARCHÉ DU TRAVAIL
Statut de l’emploi [Temporaire]",,,,
19,1,Permanent,"1,318","1,180","1,113","1,119"
19,1,Secteur d’emploi [Privé],,,,
19,1,Public,"0,841","0,710","0,691","0,687"
19,1,Couverture syndicale [Non],,,,
19,1,Oui,"1,201","1,312","1,299","1,304"
19,1,Régime de travail [Temps partiel],,,,
19,1,Temps plein,"1,399","1,250","1,079","1,083"
19,1,Régime de retraite offert par l’employeur [Non],,,,
19,1,Oui,"1,247","1,207","1,115","1,114"
19,1,Logarithme du revenu après impôt,,,,
19,1,"s
1","1,310",,"1,236","1,238"
19,1,"s
2","1,208",,"1,179","1,186"
19,1,Taux de chômage,,,,
19,1,"s
1","0,981",,,"1,007"
19,1,"s
2","0,983",,,"0,992"
19,1,"ACTION PUBLIQUE
Avoir droit à l’assurance emploi [Non]",,,,
19,1,Oui,"1,687",,"1,444","1,444"
19,1,"AUTRE
Plus haut niveau d’études [Diplôme universitaire]",,,,
19,1,Études secondaires ou moins,"1,033",,,"0,990"
19,1,Diplôme postsecondaire non universitaire,"1,002",,,"0,952"
20,1,"15
noitauqÉ","LIAVART
UD
ÉHCRAM etniojnoC","]eriaropmeT[
iolpme’l
ed
tutatS","***383,2","]évirP[
iolpme’d
ruetceS","689,0","]noN[
elacidnys
erutrevuoC","631,1","]leitrap
spmeT[
liavart
ed
emigéR","566,0","]noN[
rueyolpme’l
rap
treffo
etiarter
ed
emigéR","419,0","tôpmi
sèrpa
unever
ud
emhtiragoL",,,"egamôhc
ed
xuaT","762,1","910,1","]eriaropmeT[
iolpme’l
ed
tniojnoC
tutatS","149,0"
20,1,"4
noitauqÉ",,,"**543,2",,"949,0",,"702,1",,"726,0",,"129,0",,,,,"252,1","269,0",,"789,0"
20,1,"3
noitauqÉ",,,"*073,2",,"289,0",,"151,1",,"756,0",,"129,0",,,,,"992,1","510,1",,"769,0"
20,1,"2
noitauqÉ",,,"*934,2",,"950,1",,"231,1",,"307,0",,"910,1",,"908,0","231,1",,"972,1","020,1",,"819,0"
20,1,"1
noitauqÉ",,,"*516,2",,"230,1",,"331,1",,"686,0",,"479,0",,,,,,,,"209,0"
20,1,"sturb
steffE",,,"**775,2",,"180,1",,"902,1",,"029,0",,"782,1",,"620,1","440,1",,"221,1","749,0",,"813,1"
20,1,,,,tnenamreP,,cilbuP,,iuO,,"nielp
spmeT",,iuO,,s 1,s 2,,s 1,s 2,,tnenamreP
21,1,"15
noitauqÉ","]évirP[
iolpme’d
ruetceS","*446,0","]noN[
elacidnys
erutrevuoC","**143,1","]leitrap
spmeT[
liavart
ed
emigéR","941,1","]noN[
rueyolpme’l
rap
treffo
etiarter
ed
emigéR","080,1","tôpmi
sèrpa
unever
ud
emhtiragoL",,,"egamôhc
ed
xuaT","539,0","500,1",,"†905,1","140,1","359,0","]xued
uo
nU[
srueyolpme
sel
rap
streffo
xuaicos
segatnava
sed
erbmoN","866,0","840,1"
21,1,"4
noitauqÉ",,"246,0",,"992,1",,"771,1",,"800,1",,,,,"110,1","040,1",,"564,1","289,0","069,0",,"817,0","280,1"
21,1,"3
noitauqÉ",,"356,0",,"133,1",,"271,1",,"260,1",,,,,"039,0","799,0",,"6035,1","2650,1","849,0",,"007,0","250,1"
21,1,"2
noitauqÉ",,"486,0",,"213,1",,"721,1",,"520,1",,"182,1","289,0",,"519,0","689,0","euqimonocé
ellimaf
al
ed
étsuja
tôpmi
sèrpa
unever
ud
emhtiragoL
elpuoC",,,,,"336,0","340,1"
21,1,"1
noitauqÉ",,"176,0",,"703,1",,"033,1",,"461,1",,,,,,,,,,,,"166,0","181,1"
21,1,"sturb
steffE",,"148,0",,"102,1",,"993,1",,"742,1",,"013,1","802,1",,"189,0","389,0",,"743,1","603,1","189,0",,"345,0","133,1"
21,1,,,cilbuP,,iuO,,"nielp
spmeT",,iuO,,s 1,s 2,,s 1,s 2,,s 1,s 2,s 3,,nucuA,siorT
22,1,"15
noitauqÉ","EUQILBUP
etniojnoC
NOITCA","étinretam
ed
snoitatserp
sed
elbisivérp
tnatnoM","950,1","400,1","]noN[
iolpme
ecnarussa’l
à
tiord
tniojnoC
riovA","062,1","tnerrucér
eriatnemélppus
reicnanif
neituos
ud
elbisivérp
tnatnoM
elpuoC","††472,1","464,1","SERTUA
elpuoC",,"178,0","758,0",,"***744,2","]tiaf
ed
noinU[
noinu’l
ed
epyT","†††610,1","270,1"
22,1,"4
noitauqÉ",,,"560,1","610,1",,"633,1",,"†252,1","974,1",,,"398,0","909,0",,"***564,2",,"†469,0","380,1"
22,1,"3
noitauqÉ",,,"760,1","810,1",,"733,1",,"†292,1","654,1",,,"878,0","868,0",,"**634,2",,"†198,0","980,1"
22,1,"2
noitauqÉ",,,"433,1","859,0",,"842,1",,"071,1","933,1",,,"309,0","768,0",,"***793,2",,"†878,0","090,1"
22,1,"1
noitauqÉ",,,"171,1","979,0",,"974,1",,"269,0","202,1",,"]uaevin
emêm
el
tno
stniojnoc
xued
seL[
noitacudÉ",,,,,,,
22,1,"sturb
steffE",,,"†471,1","910,1",,"786,1",,"168,0","861,1",,,"049,0","678,0","]eriatacoL[
tnemegol
ud
noitapucco’d
edoM","***688,2",,"††961,1","360,1"
22,1,,,,s 1,s 2,,iuO,,s 1,s 2,,,"évelé
sulp
tse
etniojnoc
al
ed
uaevin
eL","évelé
sulp
tse
tniojnoc
ud
uaevin
eL",,eriatéirporP,,egairaM,"t
·
egairaM"
23,1,"15
noitauqÉ","]oiratnO[
ecnedisér
ed
ueiL",,,,,"2euqibuc
enilps
à
elèdoM","267,3-","749,0","150,0","241,0","910,0"
23,1,"4
noitauqÉ",,"806,0","839,0","786,0","*124,0",,,,,,
23,1,"3
noitauqÉ",,,,,,,,,,,
23,1,"2
noitauqÉ",,,,,,,,,,,
23,1,"1
noitauqÉ",,,,,,,,,,,
23,1,"sturb
steffE",,"128,0","847,0","*556,0","**693,0",,"936,2-","191,1","142,0","641,0","150,0"
23,1,,,"euqitnaltA’l
ed
secnivorP",cebéuQ,"seiriarP
sed
secnivorP",euqinnatirB-eibmoloC,,"enigiro’l
à
eénnodrO",s 1,s 2,s 3,"4
s"
